TC2004_ID,NAME,TotalOfPremise,Comparison_Prop,Convenience_Prop,Leisure_Prop,Services_Prop,Vacant_Prop
RC0624,Walsall Retail Core,388,0.293814433,0.067010309,0.115979381,0.226804124,0.296391753
TC1299,Waltham Abbey,31,0.290322581,0.032258065,0.161290323,0.258064516,0.258064516
TC1300,Waltham Cross,62,0.290322581,0.161290323,0.129032258,0.225806452,0.193548387
RC0625,Waltham Cross Retail Core,43,0.348837209,0.093023256,0.11627907,0.209302326,0.23255814
TC1301,Walthamstow,459,0.387799564,0.135076253,0.165577342,0.246187364,0.065359477
RC0626,Walthamstow Retail Core,272,0.536764706,0.117647059,0.132352941,0.172794118,0.040441176
TC1302,"Walton Vale, Aintree",36,0.194444444,0.166666667,0.111111111,0.305555556,0.222222222
TC1303,Walton-on-Thames,159,0.339622642,0.06918239,0.194968553,0.295597484,0.100628931
RC0627,Walton-on-Thames Retail Core,90,0.388888889,0.066666667,0.122222222,0.3,0.122222222
TC1304,Walworth,248,0.35483871,0.129032258,0.173387097,0.237903226,0.10483871
RC0628,Walworth Retail Core,74,0.432432432,0.148648649,0.121621622,0.22972973,0.067567568
TC1305,Wandsworth,183,0.398907104,0.06010929,0.234972678,0.18579235,0.120218579
RC0629,Wandsworth Retail Core,44,0.613636364,0.022727273,0.181818182,0.136363636,0.045454545
TC1308,Wanstead,61,0.245901639,0.163934426,0.295081967,0.245901639,0.049180328
TC1309,Wantage,60,0.316666667,0.1,0.15,0.15,0.283333333
RC0630,Wantage Retail Core,33,0.242424242,0.121212121,0.212121212,0.151515152,0.272727273
TC1310,Ware,82,0.329268293,0.073170732,0.182926829,0.341463415,0.073170732
TC1311,Wareham,90,0.322222222,0.1,0.2,0.333333333,0.044444444
TC1312,Warminster,135,0.348148148,0.074074074,0.162962963,0.325925926,0.088888889
RC0631,Warminster Retail Core,101,0.396039604,0.089108911,0.158415842,0.257425743,0.099009901
TC1313,Warrington,451,0.363636364,0.059866962,0.150776053,0.203991131,0.22172949
RC0632,Warrington Retail Core,345,0.408695652,0.066666667,0.095652174,0.191304348,0.237681159
TC1314,Warwick,74,0.405405405,0.054054054,0.216216216,0.202702703,0.121621622
TC1316,"Waterloo, Merseyside",13,0.615384615,0,0.076923077,0.307692308,0
TC1317,Waterlooville,166,0.403614458,0.072289157,0.108433735,0.307228916,0.108433735
RC0633,Waterlooville Retail Core,141,0.411347518,0.078014184,0.092198582,0.29787234,0.120567376
TC1318,Watford,502,0.376494024,0.047808765,0.197211155,0.229083665,0.14940239
RC0634,Watford Retail Core,345,0.434782609,0.052173913,0.165217391,0.208695652,0.139130435
TC1319,Watlington,,NA,NA,NA,NA,NA
TC1320,Watton,15,0.333333333,0.133333333,0.266666667,0.133333333,0.133333333
TC1322,Wealdstone,118,0.186440678,0.169491525,0.245762712,0.288135593,0.110169492
TC1323,Wednesbury,41,0.414634146,0.073170732,0.097560976,0.243902439,0.170731707
TC1324,Wednesfield,28,0.321428571,0.178571429,0.107142857,0.285714286,0.107142857
TC1325,Welling,155,0.316129032,0.077419355,0.161290323,0.348387097,0.096774194
TC1326,Wellingborough,147,0.306122449,0.088435374,0.129251701,0.231292517,0.244897959
RC0638,Wellingborough Retail Core,105,0.361904762,0.095238095,0.133333333,0.238095238,0.171428571
TC1327,"Wellingborough Road, Northampton",107,0.308411215,0.102803738,0.261682243,0.252336449,0.074766355
TC1328,"Wellington, Shropshire",106,0.396226415,0.08490566,0.075471698,0.264150943,0.179245283
RC0639,"Wellington, Shropshire Retail Core",85,0.411764706,0.094117647,0.070588235,0.235294118,0.188235294
TC1329,"Wellington, Somerset",50,0.3,0.06,0.14,0.2,0.3
TC1330,Wells,31,0.35483871,0.096774194,0.258064516,0.129032258,0.161290323
RC0640,Wells Retail Core,10,0.3,0.1,0.2,0.2,0.2
TC1331,Welshpool,60,0.216666667,0.133333333,0.15,0.25,0.25
RC0641,Welshpool Retail Core,21,0.285714286,0.19047619,0.142857143,0.238095238,0.142857143
TC1332,Welwyn Garden City,112,0.410714286,0.071428571,0.169642857,0.303571429,0.044642857
RC0642,Welwyn Garden City Retail Core,83,0.385542169,0.072289157,0.144578313,0.337349398,0.060240964
TC1333,Wem,18,0.388888889,0.055555556,0.055555556,0.166666667,0.333333333
TC1334,Wembley,356,0.33988764,0.087078652,0.244382022,0.199438202,0.129213483
RC0643,Wembley Retail Core,79,0.392405063,0.139240506,0.139240506,0.265822785,0.063291139
TC1335,Wendover,13,0.307692308,0.230769231,0,0.307692308,0.153846154
TC1336,West Bridgford,135,0.296296296,0.103703704,0.155555556,0.407407407,0.037037037
TC1337,West Bromwich,340,0.311764706,0.094117647,0.155882353,0.197058824,0.241176471
RC0644,West Bromwich Retail Core,187,0.363636364,0.085561497,0.07486631,0.144385027,0.331550802
TC1338,West Byfleet,84,0.261904762,0.05952381,0.154761905,0.416666667,0.107142857
TC1339,West Didsbury,2,0,0,0,0.5,0.5
RC0645,West Ealing Retail Core,88,0.375,0.113636364,0.193181818,0.261363636,0.056818182
RC0646,"West End, Central London Retail Core",5231,0.399350029,0.058306251,0.345249474,0.136111642,0.060982604
TC1341,"West End, Morecambe",101,0.297029703,0.03960396,0.089108911,0.118811881,0.455445545
TC1342,West Hagley,3,0,0.333333333,0,0.666666667,0
TC1343,West Hampstead,179,0.240223464,0.072625698,0.290502793,0.346368715,0.05027933
TC1345,West Kirby,19,0.421052632,0.052631579,0.105263158,0.210526316,0.210526316
TC1346,West London,1609,0.285270354,0.103169671,0.267246737,0.258545681,0.085767557
TC1347,West Malling,20,0.35,0,0.15,0.3,0.2
TC1348,West Norwood,69,0.260869565,0.275362319,0.130434783,0.217391304,0.115942029
TC1349,West Wickham,146,0.404109589,0.068493151,0.130136986,0.383561644,0.01369863
TC1350,West Worthing,31,0.35483871,0.129032258,0.064516129,0.322580645,0.129032258
TC1351,Westbourne,177,0.344632768,0.101694915,0.175141243,0.322033898,0.056497175
TC1352,Westbourne Green,82,0.243902439,0.195121951,0.243902439,0.243902439,0.073170732
RC0648,Westbourne Retail Core,146,0.383561644,0.102739726,0.164383562,0.294520548,0.054794521
TC1353,Westbury-on-Trym,49,0.367346939,0.081632653,0.12244898,0.408163265,0.020408163
TC1354,Westcliff,184,0.239130435,0.114130435,0.217391304,0.288043478,0.141304348
TC1356,Westhoughton,25,0.28,0.12,0.08,0.32,0.2
TC1357,Weston Favell,52,0.365384615,0.153846154,0.057692308,0.288461538,0.134615385
RC0649,Weston Favell Retail Core,49,0.367346939,0.163265306,0.040816327,0.285714286,0.142857143
TC1358,Weston-super-Mare,470,0.312765957,0.068085106,0.255319149,0.234042553,0.129787234
RC0650,Weston-super-Mare Retail Core,322,0.338509317,0.080745342,0.242236025,0.217391304,0.121118012
TC1359,Wetherby,55,0.290909091,0.054545455,0.090909091,0.254545455,0.309090909
RC0651,Wetherby Retail Core,37,0.324324324,0.027027027,0.108108108,0.216216216,0.324324324
TC1360,"Wey Hill, Haslemere",19,0.473684211,0.157894737,0.157894737,0.210526316,0
TC1361,Weybridge,144,0.388888889,0.048611111,0.166666667,0.3125,0.083333333
RC0652,Weybridge Retail Core,66,0.5,0.060606061,0.106060606,0.287878788,0.045454545
TC1362,Weymouth,444,0.326576577,0.065315315,0.34009009,0.182432432,0.085585586
RC0653,Weymouth Retail Core,339,0.380530973,0.076696165,0.274336283,0.174041298,0.09439528
TC1363,Whalley,2,0,0.5,0.5,0,0
TC1366,Whetstone,94,0.319148936,0.053191489,0.244680851,0.319148936,0.063829787
TC1367,Whitby,68,0.352941176,0.058823529,0.220588235,0.117647059,0.25
RC0654,Whitby Retail Core,29,0.344827586,0.068965517,0.24137931,0.103448276,0.24137931
TC1368,"Whitchurch, Cardiff",39,0.230769231,0.205128205,0.128205128,0.256410256,0.179487179
TC1369,"Whitchurch, North Shropshire",59,0.237288136,0.101694915,0.152542373,0.13559322,0.372881356
TC1370,White Rose Centre,70,0.614285714,0.128571429,0.142857143,0.1,0.014285714
RC0656,White Rose Centre Retail Core,70,0.614285714,0.128571429,0.142857143,0.1,0.014285714
TC1371,Whitehaven,61,0.278688525,0.016393443,0.147540984,0.213114754,0.344262295
RC0657,Whitehaven Retail Core,44,0.272727273,0.022727273,0.113636364,0.272727273,0.318181818
TC1372,"Whitehill Way, Swindon",31,0.225806452,0.129032258,0.193548387,0.387096774,0.064516129
RC0658,"Whitehill Way, Swindon Retail Core",31,0.225806452,0.129032258,0.193548387,0.387096774,0.064516129
TC1373,Whitley Bay,289,0.356401384,0.062283737,0.23183391,0.238754325,0.110726644
TC1374,Whitstable,27,0.259259259,0.037037037,0.259259259,0.259259259,0.185185185
TC1375,Whittlesea,34,0.205882353,0.058823529,0.235294118,0.294117647,0.205882353
TC1376,Whitton,58,0.362068966,0.120689655,0.120689655,0.293103448,0.103448276
TC1377,Wickford,40,0.2,0.05,0.225,0.3,0.225
RC0659,Wickford Retail Core,22,0.227272727,0.045454545,0.181818182,0.363636364,0.181818182
TC1378,Widnes,46,0.413043478,0.108695652,0.086956522,0.108695652,0.282608696
RC0660,Widnes Retail Core,37,0.459459459,0.108108108,0.027027027,0.135135135,0.27027027
TC1379,Wigan,454,0.31938326,0.074889868,0.145374449,0.189427313,0.27092511
RC0661,Wigan Retail Core,351,0.327635328,0.076923077,0.116809117,0.199430199,0.279202279
TC1380,Wigston,44,0.295454545,0.113636364,0.068181818,0.227272727,0.295454545
RC0662,Wigston Retail Core,26,0.269230769,0.076923077,0.115384615,0.153846154,0.384615385
TC1381,Wigton,40,0.175,0.1,0.225,0.35,0.15
TC1382,Willenhall,34,0.264705882,0.088235294,0.088235294,0.147058824,0.411764706
TC1384,Wilmslow,236,0.440677966,0.059322034,0.152542373,0.292372881,0.055084746
RC0663,Wilmslow Retail Core,137,0.423357664,0.058394161,0.116788321,0.350364964,0.051094891
TC1385,"Wilmslow Road, Manchester",60,0.15,0.15,0.5,0.05,0.15
RC0664,"Wilton Road, Victoria Retail Core",110,0.290909091,0.136363636,0.281818182,0.236363636,0.054545455
TC1387,Wimbledon,362,0.375690608,0.069060773,0.245856354,0.243093923,0.066298343
RC0665,Wimbledon Retail Core,250,0.476,0.076,0.188,0.204,0.056
TC1389,Wimbledon Village,130,0.461538462,0.069230769,0.184615385,0.238461538,0.046153846
TC1390,Wimborne Minster,178,0.426966292,0.06741573,0.168539326,0.286516854,0.050561798
RC0666,Wimborne Minster Retail Core,112,0.446428571,0.098214286,0.142857143,0.267857143,0.044642857
TC1391,Wincanton,4,0.25,0,0.25,0,0.5
TC1392,Winchester,379,0.406332454,0.058047493,0.189973615,0.266490765,0.079155673
RC0667,Winchester Retail Core,284,0.450704225,0.063380282,0.154929577,0.242957746,0.088028169
TC1393,Winchmore Hill,53,0.301886792,0.056603774,0.226415094,0.301886792,0.113207547
TC1394,Windermere,33,0.272727273,0.151515152,0.272727273,0.181818182,0.121212121
TC1395,Windsor,454,0.427312775,0.068281938,0.257709251,0.171806167,0.074889868
RC0668,Windsor Retail Core,312,0.483974359,0.064102564,0.224358974,0.166666667,0.060897436
TC1396,Winsford,40,0.25,0.1,0,0.15,0.5
RC0669,Winsford Retail Core,39,0.256410256,0.102564103,0,0.153846154,0.487179487
TC1397,Winton,138,0.362318841,0.137681159,0.144927536,0.304347826,0.050724638
RC0670,"Winton, Bournemouth Retail Core",77,0.454545455,0.142857143,0.103896104,0.246753247,0.051948052
TC1398,Wisbech,95,0.221052632,0.021052632,0.094736842,0.231578947,0.431578947
RC0671,Wisbech Retail Core,48,0.229166667,0.041666667,0.0625,0.166666667,0.5
TC1399,Witham,68,0.323529412,0.132352941,0.176470588,0.176470588,0.191176471
RC0672,Witham Retail Core,38,0.263157895,0.157894737,0.236842105,0.131578947,0.210526316
TC1400,Withington,65,0.307692308,0.092307692,0.246153846,0.276923077,0.076923077
TC1401,Witney,59,0.457627119,0.152542373,0.101694915,0.169491525,0.118644068
RC0673,Witney Retail Core,23,0.565217391,0.173913043,0.043478261,0.086956522,0.130434783
TC1402,Woburn Sands,7,0,0.571428571,0,0.428571429,0
TC1403,Woking,355,0.329577465,0.084507042,0.197183099,0.267605634,0.121126761
RC0674,Woking Retail Core,249,0.40562249,0.068273092,0.152610442,0.253012048,0.120481928
TC1404,Wokingham,84,0.369047619,0.083333333,0.142857143,0.261904762,0.142857143
RC0675,Wokingham Retail Core,59,0.389830508,0.084745763,0.101694915,0.288135593,0.13559322
TC1406,Wolverhampton,741,0.330634278,0.066126856,0.156545209,0.24291498,0.203778677
RC0676,Wolverhampton Retail Core,621,0.359098229,0.070853462,0.127214171,0.239935588,0.202898551
TC1407,Wolverton,58,0.275862069,0.120689655,0.224137931,0.293103448,0.086206897
TC1408,Wombourne,3,0.333333333,0.333333333,0,0.333333333,0
TC1409,Wombwell,18,0.5,0.055555556,0,0.277777778,0.166666667
TC1410,Wood Green,376,0.462765957,0.111702128,0.191489362,0.194148936,0.039893617
RC0677,Wood Green Retail Core,252,0.603174603,0.075396825,0.126984127,0.158730159,0.035714286
TC1411,Woodbridge,27,0.296296296,0.111111111,0.111111111,0.296296296,0.185185185
RC0678,Woodbridge Retail Core,21,0.285714286,0.095238095,0.095238095,0.333333333,0.19047619
TC1412,Woodford Green,67,0.28358209,0.104477612,0.164179104,0.373134328,0.074626866
TC1413,Woodhall,1,1,0,0,0,0
TC1414,Woodhouse Park,83,0.445783133,0.13253012,0.108433735,0.228915663,0.084337349
TC1415,Woodley,32,0.375,0.125,0.0625,0.375,0.0625
TC1416,Woodstock,7,0.142857143,0,0,0,0.857142857
TC1417,Woolston,74,0.378378378,0.108108108,0.189189189,0.243243243,0.081081081
TC1418,Woolton,23,0.130434783,0.130434783,0.086956522,0.391304348,0.260869565
TC1419,Woolwich,253,0.339920949,0.110671937,0.229249012,0.229249012,0.090909091
RC0679,Woolwich Retail Core,116,0.5,0.103448276,0.155172414,0.198275862,0.043103448
TC1420,Wootton Bassett,70,0.385714286,0.1,0.142857143,0.3,0.071428571
TC1421,Worcester,687,0.416302766,0.055312955,0.180494905,0.23580786,0.112081514
TC1422,Worcester Park,121,0.305785124,0.082644628,0.173553719,0.371900826,0.066115702
RC0680,Worcester Retail Core,498,0.459839357,0.050200803,0.148594378,0.224899598,0.116465863
TC1423,Workington,69,0.391304348,0.057971014,0.130434783,0.101449275,0.31884058
RC0681,Workington Retail Core,49,0.489795918,0.06122449,0.081632653,0.06122449,0.306122449
TC1424,Worksop,369,0.338753388,0.06504065,0.165311653,0.273712737,0.157181572
RC0682,Worksop Retail Core,228,0.333333333,0.083333333,0.153508772,0.285087719,0.144736842
TC1426,Worthing,538,0.371747212,0.081784387,0.208178439,0.232342007,0.105947955
RC0683,Worthing Retail Core,375,0.405333333,0.077333333,0.186666667,0.208,0.122666667
TC1427,Wrexham,387,0.359173127,0.067183463,0.15503876,0.253229974,0.165374677
RC0684,Wrexham Retail Core,319,0.354231975,0.065830721,0.153605016,0.253918495,0.172413793
TC1428,Wymondham,11,0.272727273,0,0.272727273,0.181818182,0.272727273
RC0685,"Wythenshawe Centre, Woodhouse Park Retail Core",71,0.464788732,0.14084507,0.084507042,0.211267606,0.098591549
TC1429,Yarm,30,0.533333333,0.1,0.166666667,0.133333333,0.066666667
TC1430,Yate,111,0.468468468,0.072072072,0.09009009,0.243243243,0.126126126
RC0686,Yate Retail Core,101,0.485148515,0.079207921,0.079207921,0.237623762,0.118811881
TC1431,Yeadon,39,0.256410256,0.102564103,0.128205128,0.256410256,0.256410256
TC1432,Yeovil,362,0.350828729,0.060773481,0.187845304,0.23480663,0.165745856
RC0688,Yeovil Retail Core,300,0.386666667,0.06,0.17,0.22,0.163333333
TC1433,Yiewsley,36,0.166666667,0.138888889,0.333333333,0.277777778,0.083333333
TC1434,York,1112,0.370503597,0.065647482,0.307553957,0.188848921,0.067446043
RC0689,York Retail Core,719,0.433936022,0.076495132,0.267037552,0.164116829,0.058414465
