2013 Ethical Purchases,2012 Ethical Purchases ,2011 Ethical Purchases ,2010 Ethical Purchases ,2009 Ethical Purchases ,2008 Ethical Purchases ,Ethical purchases 2007,Ethical purchases 2006,Ethical purchases 2005,Ethical purchases 2004,Ethical purchases 2003,Ethical purchases 2002,Ethical purchases 2001,Ethical purchases 2000,Ethical purchases 1999
"78,099,490,119","74,008,834,073","66,991,403,166","44,981,114,928","41,876,593,307","35,371,511,034","35,664,920,620","31,533,412,572","25,432,355,923","25,196,736,821","21,789,033,545","15,671,242,552","13,577,955,636","15,477,343,748","13,046,393,001"
