LAD_CODE,LAD_NAME,Av_08,Comp0812,Con0812,Lei0812,Ser0812
E07000047,West Devon,140.919374100152226,-23.267797278556088,-23.407529064799348,-15.984479652751119,-19.719590101883711
E07000044,South Hams,176.165969707409488,-28.413904566885662,-27.073483277161841,-25.447375379350689,-22.010214917011382
E07000061,Eastbourne,137.276612299892236,-21.360354118792117,-17.197411615836089,-18.084589086014560,-18.244912881550960
E07000221,Stratford-on-Avon,246.392989017395877,-30.662298455431340,-31.331362939491015,-44.225796550177449,-24.676073320167234
E08000004,Oldham,110.287362667100382,-21.968297882183478,-17.726495140040129,-17.529507370648261,-17.463580796048490
E07000174,Mansfield,102.593714902952811,-10.698847664141411,-10.445081037244208,-7.634197211660549,-7.720171979269637
E07000071,Colchester,183.112090870875591,-32.313973346469368,-21.223082288118349,-25.419432732254847,-25.679999163027247
E06000010,"Kingston upon Hull, City of",131.483657199102879,-21.310831379139927,-18.718418826083081,-20.876517451312878,-16.481799631759046
E07000216,Waverley,208.869326002131857,-30.451264520158389,-24.517411612026478,-26.143153216899776,-31.185680213799344
E06000003,Redcar and Cleveland,105.737871191668134,-17.936126837467242,-18.995000312684496,-19.841665415866970,-15.778580710767429
E07000099,North Hertfordshire,167.242647241263739,-24.946578600859965,-27.425512123088879,-22.183857163491652,-25.991566025498287
E07000132,Hinckley and Bosworth,104.191174839592108,-10.020834024225437,-9.229642808705378,-9.144963658017588,-9.225503790680634
E07000111,Sevenoaks,175.754606556145660,-26.106038672456805,-21.508200580140283,-21.370266578037047,-25.542491764318015
E07000109,Gravesham,113.099328015350522,-16.929538115116571,-16.097655602599389,-15.810537671202354,-15.181945963873261
E07000094,Winchester,198.012305342563593,-30.318956094551538,-27.000383249075014,-23.730975797985167,-26.745752936719555
E08000025,Birmingham,144.920733621894442,-20.954829319209722,-17.679230078223327,-18.162255297889857,-17.814342748056944
E07000210,Mole Valley,171.990820753617413,-24.823589542152888,-20.927116203691014,-21.368595016770627,-24.651165319757467
E07000035,Derbyshire Dales,123.559381445402948,-11.211670984621264,-10.708218558809847,-12.610298735859828,-9.874059549756069
E07000122,Pendle,65.159381318676594,-11.030729873684862,-12.222549912985357,-10.418041133449371,-10.808653440220631
E06000016,Leicester,138.921253273871798,-16.309020221821925,-13.933322182338770,-10.718438527616087,-9.423004881928733
E07000068,Brentwood,228.431642149183745,-34.624955595285115,-30.736346428360349,-34.320775229663582,-35.064346179505065
E07000193,East Staffordshire,121.307129394241855,-20.284130099257396,-15.475928213406533,-12.891144633217209,-13.149075407502849
E06000048,Northumberland,115.878932495512316,-20.372415801825625,-18.994387887675501,-21.205562114617038,-18.088970974378526
E07000155,South Northamptonshire,89.870498516085135,-8.146119886323845,-5.531703401726396,-8.290255370738123,-8.134714571139710
E06000049,Cheshire East,141.486458445119155,-26.274686750787453,-22.079098850130677,-21.847635643848861,-24.071841391584584
E07000095,Broxbourne,159.520051158925241,-27.197468153083690,-24.553698742560186,-22.282920439906249,-20.993200396302669
E07000046,Torridge,108.805767296551025,-17.093991145560238,-20.154708742420937,-14.755916655633058,-14.415451616392474
E06000011,East Riding of Yorkshire,122.739210557066500,-18.888273351101290,-17.795947293439028,-20.927276510902715,-17.458222184911776
E07000151,Daventry,123.260823256061158,-11.984406686405109,-9.488686740354851,-10.954180277859891,-10.189985769234355
E07000027,Barrow-in-Furness,83.805651320432077,-15.755000522540357,-13.857523370489005,-15.458812932824188,-11.959066042264396
